id	category_code	category_name	brand_name	bar_code	name	unit	packing_unit	packing_specification	suggested_retail_price	supply_price	cost_price	supplier_name	valid_period	portrait	unit_specification
3573	0802	肉类熟食	紫燕百味鸡	6970410190520	紫燕百味鸡	袋	袋	30	14	0	0		210		95g/袋
3574	0802	肉类熟食	紫燕百味鸡	6970410190537	紫燕百味鸡	袋	袋	30	14	0	0		210		80g/袋
3575	0802	肉类熟食	紫燕百味鸡	6970410190414	紫燕百味鸡	袋	袋	30	17	0	0		210		70g/袋
3576	0802	肉类熟食	紫燕百味鸡	6970410190544	紫燕百味鸡	袋	袋	30	12	0	0		210		70g/袋
3577	0802	肉类熟食	紫燕百味鸡	6970410190308	紫燕百味鸡	袋	袋	30	12	0	0		210		75g/袋
3578	0803	蜜饯果干	派乐滋	6950758400758	派乐滋	袋	袋	40	16	0	0		540		20g/袋
3579	0815	饮料冲调	酷波	6970110380016	酷波	瓶	瓶	6	7	0	0		720		330ml/瓶
3580	0815	饮料冲调	酷波	6970110380030	酷波	瓶	瓶	6	7	0	0		720		330ml/瓶
3581	0803	蜜饯果干	康辉	6903474224474	康辉	瓶	箱	64	6	0	0		360		60g/瓶
3582	0803	蜜饯果干	康辉	6903474219357	康辉	包	箱	100	2	0	0		360		28g/包
3583	0803	蜜饯果干	康辉	6903474223705	康辉	包	箱	100	2	0	0		360		30g/包
3584	0803	蜜饯果干	康辉	6903474223774	康辉	包	箱	100	2	0	0		360		30g/包
3585	0803	蜜饯果干	康辉	6903474223767	康辉	包	箱	100	2	0	0		360		30g/包
3586	0803	蜜饯果干	康辉	6903474223712	康辉	包	箱	100	2	0	0		360		30g/包
3587	0803	蜜饯果干	康辉	6903474223736	康辉	包	箱	100	2	0	0		360		30g/包
3588	0803	蜜饯果干	康辉	6903474224467	康辉	瓶	箱	64	6	0	0		360		60g/瓶
3589	0803	蜜饯果干	康辉	6903474208184	康辉	包	箱	30	7	0	0		360		120g/包
3590	0803	蜜饯果干	康辉	6903474958843	康辉	包	箱	30	7	0	0		360		108g/包
3591	0806	豆干素食	香香嘴	6923696800492	香香嘴	包	箱	50	5	0	0		360		100g/包
3592	0806	豆干素食	香香嘴	6923696800478	香香嘴	包	箱	50	5	0	0		360		100g/包
3593	0806	豆干素食	香香嘴	6923696800461	香香嘴	包	箱	50	5	0	0		360		100g/包
3594	0806	豆干素食	香香嘴	6923696800720	香香嘴	包	箱	80	4	0	0		360		60g/包
3595	0806	豆干素食	香香嘴	6923696800737	香香嘴	包	箱	80	4	0	0		360		60g/包
3596	0806	豆干素食	香香嘴	6923696800713	香香嘴	包	箱	80	4	0	0		360		60g/包
3597	0806	豆干素食	庶人坊	6923311100945	庶人坊	包	箱	50	4	0	0		360		90g/包
3598	0806	豆干素食	庶人坊	6923311100143	庶人坊	包	箱	50	4	0	0		360		90g/包
3599	0806	豆干素食	庶人坊	6923311100105	庶人坊	包	箱	50	4	0	0		360		90g/包
3600	0808	面包糕点	皇家金源	6951805521129	皇家金源	包	箱	144	2	0	0		360		20g/包
3601	0808	面包糕点	皇家金源	6951805520986	皇家金源	包	箱	144	2	0	0		360		20g/包
3602	0806	豆干素食	奇爽	6942475900215	奇爽	包	箱	150	1	0	0		270		35g/包
3603	0806	豆干素食	奇爽	6942475900208	奇爽	包	箱	150	1	0	0		270		35g/包
3604	0815	饮料冲调	新希望	6941704414035	新希望	袋	箱	15	3	0	0		28		180ml/袋
3605	0808	面包糕点	港荣	6921440367086	港荣	盒	箱	12	24	0	0		35		500g/盒
3606	0802	肉类熟食	咚咚	6957594700295	咚咚	个	箱	160	2	0	0		300		32g/个
3607	0808	面包糕点	卡宾熊	6940997720496	卡宾熊	盒	箱	12	12	0	0		270		136g/盒
3608	0808	面包糕点	卡宾熊	6940997720502	卡宾熊	盒	箱	12	12	0	0		270		136g/盒
3609	0807	饼干	卡宾熊	6940997720441	卡宾熊	盒	箱	18	13	0	0		180		120g/盒
3610	0807	饼干	卡宾熊	6940997720519	卡宾熊	盒	箱	24	6	0	0		180		66g/盒
3611	0807	饼干	卡宾熊	6940997720533	卡宾熊	盒	箱	12	12	0	0		180		130g/盒
3612	0807	饼干	卡宾熊	6940997700221	卡宾熊	盒	箱	18	13	0	0		180		120g/盒
3613	0803	蜜饯果干	雪山果园	6959531600354	雪山果园	袋	箱	50	13	0	0		360		158g/袋
3614	0803	蜜饯果干	雪山果园	6959531600330	雪山果园	袋	箱	50	13	0	0		360		158g/袋
3615	0801	坚果炒货	雪山果园	6959531601610	雪山果园	盒	箱	6	177	0	0		360		900g/盒
3616	0801	坚果炒货	雪山果园	6959531601627	雪山果园	盒	箱	6	177	0	0		360		900g/盒
3617	0805	水产零食	瑞松	6928375608512	瑞松	包	箱	400	1	0	0		270		15g/包
3618	0805	水产零食	瑞松	6928375608451	瑞松	包	箱	400	1	0	0		270		15g/包
3619	0805	水产零食	瑞松	6928375608444	瑞松	包	箱	400	1	0	0		270		15g/包
3620	0805	水产零食	瑞松	6928375607225	瑞松	包	箱	400	1	0	0		270		18g/包
3621	0805	水产零食	瑞松	6928375607218	瑞松	包	箱	400	1	0	0		270		18g/包
3622	0805	水产零食	瑞松	6928375607201	瑞松	包	箱	400	1	0	0		270		18g/包
3623	0805	水产零食	瑞松	6928375606396	瑞松	包	箱	400	1	0	0		270		16g/包
3624	0805	水产零食	瑞松	6928375606136	瑞松	包	箱	400	1	0	0		270		16g/包
3625	0805	水产零食	瑞松	6928375606129	瑞松	包	箱	400	1	0	0		270		16g/包
3626	0805	水产零食	瑞松	6928375606112	瑞松	包	箱	400	1	0	0		270		18g/包
3627	0805	水产零食	瑞松	6928375606105	瑞松	包	箱	400	1	0	0		270		18g/包
3628	0805	水产零食	瑞松	6928375607126	瑞松	包	箱	400	1	0	0		270		16g/包
3629	0805	水产零食	瑞松	6928375607119	瑞松	包	箱	400	1	0	0		270		16g/包
3630	0805	水产零食	瑞松	6928375607102	瑞松	包	箱	400	1	0	0		270		16g/包
3631	0802	肉类熟食	逗妮开心	6954791499991	逗妮开心	kg	箱	2.5	95	0	0		180		200g/kg
3632	0801	坚果炒货	逗妮开心	6921978610197	逗妮开心	袋	箱	5	5	0	0		300		188g/袋
3633	0801	坚果炒货	逗妮开心	6921978610098	逗妮开心	袋	箱	5	7	0	0		300		200g/袋
3634	0801	坚果炒货	逗妮开心	6924230700131	逗妮开心	袋	箱	5	22	0	0		300		200g/袋
3635	0801	坚果炒货	逗妮开心	692198610449	逗妮开心	kg	箱	1	130	0	0		300		
3636	0801	坚果炒货	逗妮开心	6921978610555	逗妮开心	kg	箱	1	378	0	0		300		
3637	0801	坚果炒货	逗妮开心	6921978610074	逗妮开心	袋	箱	5	29	0	0		300		218g/袋
3638	0801	坚果炒货	逗妮开心	6921978610265	逗妮开心	袋	箱	5	17	0	0		300		168g/袋
3639	0808	面包糕点	逗妮开心	0000010001047	逗妮开心	kg	箱	2.5	60	0	0		180		
3640	0815	饮料冲调	逗妮开心	6921978630140	逗妮开心	罐	箱	5	15	0	0		540		130g/罐
3641	0803	蜜饯果干	逗妮开心	6921978610760	逗妮开心	kg	箱	2.5	90	0	0		360		
3642	0803	蜜饯果干	逗妮开心	6921978600297	逗妮开心	kg	箱	2.5	68	0	0		360		
3643	0802	肉类熟食	逗妮开心	6921978600198	逗妮开心	kg	箱	2.5	170	0	0		360		
3644	0802	肉类熟食	逗妮开心	6921978600204	逗妮开心	kg	箱	2.5	170	0	0		360		
3645	0802	肉类熟食	逗妮开心	6921978600174	逗妮开心	kg	箱	2.5	170	0	0		360		
3646	0815	饮料冲调	逗妮开心	6921978630171	逗妮开心	罐	箱	5	26	0	0		540		130g/罐
3647	0802	肉类熟食	逗妮开心	6921978600044	逗妮开心	kg	箱	2.5	52	0	0		240		
3648	0802	肉类熟食	逗妮开心	6921978600020	逗妮开心	kg	箱	2.5	52	0	0		240		
3649	0802	肉类熟食	宏牛	6927686000404	宏牛	袋	箱	25	28	0	0		360		180g/袋
3650	0802	肉类熟食	宏牛	6927686000398	宏牛	袋	箱	25	28	0	0		360		180g/袋
3651	0801	坚果炒货	逗妮开心	6921978611798	逗妮开心	罐	箱	12	24	0	0		240		200g/罐
3652	0801	坚果炒货	逗妮开心	6921978611781	逗妮开心	罐	箱	12	20	0	0		240		158g/罐
3653	0801	坚果炒货	逗妮开心	6921978611729	逗妮开心	罐	箱	12	26	0	0		240		200g/罐
3654	0801	坚果炒货	逗妮开心	6921978611712	逗妮开心	罐	箱	12	20	0	0		240		158g/罐
3655	0801	坚果炒货	逗妮开心	6921978611774	逗妮开心	罐	箱	12	24	0	0		240		200g/罐
3656	0801	坚果炒货	逗妮开心	6921978611767	逗妮开心	罐	箱	12	20	0	0		240		158g/罐
3657	0801	坚果炒货	逗妮开心	6921978611699	逗妮开心	罐	箱	12	20	0	0		240		200g/罐
3658	0801	坚果炒货	逗妮开心	6921978611873	逗妮开心	罐	箱	12	17	0	0		240		158g/罐
3659	0801	坚果炒货	逗妮开心	6921978611743	逗妮开心	罐	箱	12	33	0	0		240		200g/罐
3660	0801	坚果炒货	逗妮开心	6921978611804	逗妮开心	罐	箱	12	50	0	0		240		108g/罐
3661	0801	坚果炒货	逗妮开心	6921978611835	逗妮开心	罐	箱	12	30	0	0		240		158g/罐
3662	0801	坚果炒货	逗妮开心	6921978611736	逗妮开心	罐	箱	12	20	0	0		180		158g/罐
3663	0801	坚果炒货	逗妮开心	6921978611880	逗妮开心	罐	箱	12	9	0	0		240		158g/罐
3664	0801	坚果炒货	逗妮开心	6921978611866	逗妮开心	罐	箱	12	9	0	0		240		158g/罐
3665	0801	坚果炒货	逗妮开心	6921978611859	逗妮开心	罐	箱	12	9	0	0		240		158g/罐
3666	0801	坚果炒货	逗妮开心	6921978611828	逗妮开心	罐	箱	12	10	0	0		240		200g/罐
3667	0801	坚果炒货	逗妮开心	6921978611842	逗妮开心	罐	箱	12	12	0	0		240		200g/罐
3668	0801	坚果炒货	逗妮开心	6921978611811	逗妮开心	罐	箱	12	12	0	0		240		200g/罐
3669	0801	坚果炒货	逗妮开心	6921978611705	逗妮开心	罐	箱	12	22	0	0		240		158g/罐
3670	0801	坚果炒货	逗妮开心	6921978611897	逗妮开心	罐	箱	12	23	0	0		240		118g/罐
3671	0801	坚果炒货	逗妮开心	6921978611750	逗妮开心	罐	箱	12	28	0	0		240		200g/罐
3672	0801	坚果炒货	逗妮开心	6925454910153	逗妮开心	袋	箱	5	28	0	0		300		218g/袋
3673	0801	坚果炒货	逗妮开心	6921978610258	逗妮开心	袋	箱	5	28	0	0		300		200g/袋
